digital_evidence_id,case_id,file_type,file_name,phone_number,email,ip_address,uploaded_by,status
DE000134,CASE001571,Email,perspiciatis.json,9761018526,imohan@example.com,193.93.120.125,OFF00100,Collected
DE000135,CASE005813,Mobile Phone,mollitia.mov,9273133812,pmaster@example.org,107.138.126.184,OFF00498,Collected
DE000136,CASE005774,SIM Card,nostrum.mp4,9097026347,gauravyohannan@example.com,133.210.17.39,OFF00320,Verified
DE000137,CASE008283,Call Records,ad.tiff,9910642885,sastrythomas@example.net,201.115.149.78,OFF00170,Collected
DE000138,CASE004250,SIM Card,dignissimos.jpeg,9102235275,veerkapur@example.org,7.43.238.64,OFF00383,Verified
DE000139,CASE008464,CCTV,repellendus.json,9783677792,ulala@example.org,145.106.97.247,OFF00227,Verified
DE000140,CASE000690,Laptop,alias.gif,9898863598,noah92@example.net,216.68.191.226,OFF00297,Collected
DE000141,CASE009635,Video,sequi.mp3,9066795210,nhegde@example.com,106.139.161.184,OFF00154,Verified
DE000142,CASE006204,Photo,consequatur.tiff,9821505553,udyatibabu@example.net,2.3.35.16,OFF00330,Pending Analysis
DE000143,CASE008751,Laptop,sint.json,9082729073,mdani@example.net,183.236.136.227,OFF00101,Pending Analysis
DE000144,CASE005323,Laptop,officiis.mp3,9419224536,nnaik@example.com,2.146.177.241,OFF00265,Pending Analysis
DE000145,CASE002396,Bank Statement,temporibus.flac,9482193219,qadim90@example.com,26.121.1.45,OFF00492,Collected
DE000146,CASE002435,Mobile Phone,excepturi.odp,9316195678,alkabaral@example.com,165.71.127.156,OFF00297,Verified
DE000147,CASE008730,Bank Statement,explicabo.wav,9945081140,vsetty@example.net,135.214.156.106,OFF00456,Verified
DE000148,CASE008935,Call Records,vitae.csv,9291053132,urmi10@example.org,148.60.161.178,OFF00001,Pending Analysis
DE000149,CASE002115,Photo,harum.flac,9878198378,vchaudry@example.com,28.140.185.120,OFF00490,Verified
DE000150,CASE001939,Mobile Phone,exercitationem.bmp,9540068709,paiudant@example.com,100.0.160.105,OFF00170,Collected
DE000151,CASE009445,SIM Card,quaerat.docx,9247140927,lopamitter@example.net,200.66.11.128,OFF00244,Pending Analysis
DE000152,CASE008167,Bank Statement,laborum.ods,9643207758,luke54@example.org,50.134.163.118,OFF00471,Pending Analysis
DE000153,CASE003221,Bank Statement,doloremque.js,9527741293,hoak@example.org,122.119.164.127,OFF00065,Verified
DE000154,CASE002855,Email,debitis.mp3,9745463594,seshadrijagdish@example.com,98.81.212.230,OFF00448,Collected
DE000155,CASE002066,Mobile Phone,perspiciatis.js,9301206611,gaurangi65@example.com,34.230.35.54,OFF00325,Verified
DE000156,CASE006693,SIM Card,saepe.mp4,9479546091,sarindayamai@example.net,84.63.154.130,OFF00361,Verified
DE000157,CASE005706,CCTV,ipsa.css,9121646563,hvasa@example.com,85.56.155.114,OFF00177,Collected
DE000158,CASE005914,Email,ullam.ods,9795703107,dalbir75@example.net,186.14.255.153,OFF00016,Verified
DE000159,CASE000479,Mobile Phone,repudiandae.flac,9064817707,inaya34@example.com,135.44.29.91,OFF00165,Pending Analysis
DE000160,CASE000451,WhatsApp Chat,provident.png,9386422740,damyantimann@example.net,43.169.115.193,OFF00401,Collected
DE000161,CASE009360,SIM Card,doloribus.mp3,9456350516,tprabhu@example.com,66.241.39.105,OFF00086,Pending Analysis
DE000162,CASE005433,WhatsApp Chat,assumenda.pptx,9684316567,oeshibhatnagar@example.com,59.27.197.0,OFF00157,Pending Analysis
DE000163,CASE009860,SIM Card,harum.flac,9702533896,aryapall@example.org,31.208.151.198,OFF00298,Verified
DE000164,CASE003319,Photo,dolore.css,9409974478,dalajawadhwa@example.org,26.118.232.125,OFF00077,Verified
DE000165,CASE007691,Photo,voluptas.png,9677561291,jason22@example.net,203.50.181.107,OFF00063,Pending Analysis
DE000166,CASE000192,Email,officiis.gif,9318978838,kailata@example.com,222.183.151.119,OFF00144,Pending Analysis
DE000167,CASE000896,SIM Card,aut.key,9103707328,valaqabil@example.net,22.135.235.148,OFF00086,Verified
DE000168,CASE008105,WhatsApp Chat,qui.numbers,9280890302,qrout@example.com,110.23.31.195,OFF00165,Pending Analysis
DE000169,CASE007017,Bank Statement,accusamus.gif,9063624306,finnluthra@example.org,12.42.49.155,OFF00075,Collected
DE000170,CASE004700,Email,amet.mov,9353465830,nathan73@example.org,59.229.248.52,OFF00235,Verified
DE000171,CASE007745,WhatsApp Chat,magni.mp4,9112385186,siya27@example.net,122.61.97.42,OFF00411,Collected
DE000172,CASE007681,SIM Card,officia.mp3,9696288890,satheharsh@example.com,69.62.59.119,OFF00403,Collected
DE000173,CASE004192,SIM Card,sapiente.wav,9052988181,khoslawazir@example.net,42.224.10.144,OFF00102,Verified
DE000174,CASE009985,Bank Statement,modi.mp4,9061873713,lopa48@example.net,46.148.11.0,OFF00146,Pending Analysis
DE000175,CASE009860,Video,rerum.csv,9526419487,ihans@example.net,42.29.55.243,OFF00142,Pending Analysis
DE000176,CASE009629,WhatsApp Chat,totam.mp3,9653085492,anitamani@example.org,22.160.85.49,OFF00458,Pending Analysis
DE000177,CASE003918,WhatsApp Chat,qui.bmp,9768827660,vasananarayanan@example.net,28.61.130.70,OFF00190,Pending Analysis
DE000178,CASE002414,Mobile Phone,cumque.xlsx,9496477500,raghavanjyoti@example.net,159.145.48.2,OFF00265,Pending Analysis
DE000179,CASE000367,Photo,debitis.mp3,9401887108,umangben@example.com,28.149.217.21,OFF00262,Verified
DE000180,CASE004491,CCTV,culpa.mp4,9921555908,yaurora@example.net,212.42.48.216,OFF00155,Pending Analysis
DE000181,CASE006958,Bank Statement,quod.ods,9595864781,wsrinivas@example.net,146.124.108.182,OFF00377,Pending Analysis
DE000182,CASE006358,CCTV,corrupti.jpeg,9869567101,chaturaprashad@example.org,88.95.127.50,OFF00226,Collected
DE000183,CASE001191,CCTV,facere.pptx,9008792521,michaelbhatt@example.com,108.170.134.116,OFF00322,Pending Analysis
DE000184,CASE006757,Bank Statement,natus.wav,9803123733,umammen@example.com,173.10.241.194,OFF00221,Pending Analysis
DE000185,CASE005887,WhatsApp Chat,id.ppt,9106008976,priyakannan@example.org,55.11.97.227,OFF00423,Verified
DE000186,CASE001822,WhatsApp Chat,enim.doc,9919875193,bajajvrishti@example.net,20.59.209.91,OFF00350,Pending Analysis
DE000187,CASE000129,SIM Card,labore.mp4,9091348103,kapurbhavini@example.net,45.59.167.11,OFF00158,Pending Analysis
DE000188,CASE002026,Bank Statement,voluptatum.txt,9884013189,devansh46@example.org,145.68.208.144,OFF00155,Verified
DE000189,CASE005716,Laptop,consectetur.mp3,9122964303,bhattionkar@example.net,72.121.102.134,OFF00255,Verified
DE000190,CASE000525,Bank Statement,iure.mp4,9793631779,dev16@example.com,91.164.99.50,OFF00259,Verified
DE000191,CASE002714,Laptop,nam.wav,9640062079,bhanumatidas@example.org,9.15.123.255,OFF00209,Verified
DE000192,CASE000845,Video,nam.mp3,9827051687,arya25@example.com,11.22.71.24,OFF00372,Collected
DE000193,CASE007460,SIM Card,esse.jpeg,9072728170,ekani70@example.net,28.245.90.202,OFF00247,Verified
DE000194,CASE003811,Laptop,molestiae.docx,9827993966,chaitanya83@example.com,26.206.159.24,OFF00432,Verified
DE000195,CASE000200,Photo,voluptas.numbers,9153011698,simonaurora@example.org,170.226.205.237,OFF00469,Pending Analysis
DE000196,CASE003158,Mobile Phone,vitae.tiff,9072835604,upasnamammen@example.com,135.130.173.217,OFF00363,Verified
DE000197,CASE001658,Bank Statement,necessitatibus.doc,9934214861,balendradhawan@example.net,138.16.112.81,OFF00146,Verified
DE000198,CASE001493,SIM Card,impedit.jpeg,9291412769,ddara@example.org,15.118.15.195,OFF00102,Pending Analysis
DE000199,CASE008808,Video,minus.avi,9504283701,qadimmagar@example.com,61.163.79.67,OFF00006,Collected
DE000200,CASE003322,Email,itaque.mp3,9568663598,tanvi81@example.com,30.149.253.195,OFF00136,Pending Analysis
DE000201,CASE001587,WhatsApp Chat,aperiam.mp4,9548897077,lakshsarin@example.com,96.32.192.132,OFF00474,Verified
DE000202,CASE005752,WhatsApp Chat,ex.mp3,9874608706,fredericktrivedi@example.org,193.148.126.219,OFF00223,Collected
DE000203,CASE008158,Bank Statement,dolorem.key,9689295907,palvritti@example.net,173.167.156.173,OFF00026,Collected
DE000204,CASE008159,CCTV,dolores.mp4,9191108233,dalbirvaidya@example.org,74.114.178.196,OFF00212,Verified
DE000205,CASE006970,CCTV,ab.mp4,9976539423,harsh38@example.com,98.145.149.244,OFF00348,Collected
DE000206,CASE007236,Laptop,commodi.json,9408655959,reva05@example.net,91.101.86.54,OFF00200,Verified
DE000207,CASE003977,Laptop,sed.flac,9688353518,hrajagopal@example.com,139.71.189.59,OFF00493,Pending Analysis
DE000208,CASE001619,Call Records,quasi.flac,9286361703,noahsane@example.org,199.157.30.44,OFF00464,Verified
DE000209,CASE007421,WhatsApp Chat,dolorum.png,9279205724,osha17@example.net,205.57.54.189,OFF00078,Collected
DE000210,CASE003020,WhatsApp Chat,repudiandae.csv,9103172869,ranganathanrayaan@example.com,31.143.186.194,OFF00219,Pending Analysis
DE000211,CASE000207,Photo,eum.mp3,9872793226,champakhans@example.net,67.210.155.62,OFF00446,Pending Analysis
DE000212,CASE004520,Call Records,adipisci.jpeg,9588825291,yahvi12@example.org,103.232.194.85,OFF00226,Pending Analysis
DE000213,CASE000946,Email,eaque.flac,9219819936,vasatikakrish@example.org,134.150.237.22,OFF00286,Pending Analysis
DE000214,CASE003330,Video,adipisci.key,9392887581,dhillonnimrat@example.net,215.103.80.28,OFF00265,Collected
DE000215,CASE006698,Bank Statement,ullam.js,9137825148,xdhawan@example.net,149.171.181.133,OFF00375,Pending Analysis
DE000216,CASE006059,WhatsApp Chat,molestias.jpg,9326455120,theodore10@example.org,16.200.29.74,OFF00146,Verified
DE000217,CASE008704,CCTV,corporis.mp3,9826529513,mallickyashasvi@example.net,54.4.129.223,OFF00081,Verified
DE000218,CASE005420,SIM Card,dicta.numbers,9422735216,guneetchowdhury@example.com,95.44.132.249,OFF00238,Collected
DE000219,CASE003946,Photo,pariatur.flac,9238892704,sundersamarth@example.org,31.187.30.108,OFF00245,Pending Analysis
DE000220,CASE003381,Email,rem.pptx,9068843148,fnadig@example.net,129.216.75.205,OFF00125,Collected
DE000221,CASE002787,CCTV,delectus.ods,9308603946,nikita46@example.org,126.147.12.192,OFF00345,Collected
DE000222,CASE000827,Laptop,eveniet.js,9316368614,wyatt47@example.org,177.23.33.199,OFF00263,Pending Analysis
DE000223,CASE005406,Call Records,vel.tiff,9157031876,sbanerjee@example.net,158.121.166.23,OFF00249,Pending Analysis
DE000224,CASE006829,Email,omnis.json,9218520069,trattan@example.net,151.203.90.171,OFF00385,Verified
DE000225,CASE001021,Laptop,aperiam.js,9584332525,avni22@example.com,33.173.239.17,OFF00062,Verified
DE000226,CASE000185,Video,nobis.wav,9572200869,tripti46@example.org,174.95.4.126,OFF00166,Verified
DE000227,CASE007191,CCTV,commodi.json,9675321874,miteshdeshpande@example.net,40.170.26.178,OFF00264,Verified
DE000228,CASE005854,CCTV,velit.ppt,9415132917,knori@example.net,109.211.120.94,OFF00238,Pending Analysis
DE000229,CASE005690,Bank Statement,pariatur.gif,9278732487,indrajit48@example.net,56.105.180.217,OFF00101,Pending Analysis
DE000230,CASE009588,Bank Statement,nostrum.png,9844047203,lalnicholas@example.com,210.146.11.52,OFF00253,Verified
DE000231,CASE007375,SIM Card,ullam.pdf,9526053655,ckrishna@example.org,133.218.93.107,OFF00017,Pending Analysis
DE000232,CASE002883,Video,nobis.css,9247933054,qshenoy@example.org,113.253.246.9,OFF00110,Collected
DE000233,CASE004587,Email,laudantium.csv,9847944983,jeet51@example.com,13.120.97.202,OFF00394,Pending Analysis
DE000234,CASE003189,WhatsApp Chat,sed.mp4,9182247319,naikindira@example.org,171.226.65.59,OFF00423,Collected
DE000235,CASE005476,SIM Card,et.avi,9805030545,kwason@example.com,116.29.48.11,OFF00458,Collected
DE000236,CASE009196,WhatsApp Chat,adipisci.pages,9875564264,rsura@example.com,169.129.84.68,OFF00141,Pending Analysis
DE000237,CASE000204,Call Records,velit.gif,9099817022,lalchanakya@example.com,150.212.79.19,OFF00186,Collected
