search_id,entity_type,entity_value,case_id
SRCH000062,Vehicle,KA14AB5126,CASE002578
SRCH000063,Bank,394476781637,CASE005626
SRCH000064,Vehicle,KA91AB5513,CASE006238
SRCH000065,Case,FIR2026006310,CASE006310
SRCH000066,Case,FIR2026003230,CASE003230
SRCH000067,Case,CASE003336,CASE003336
SRCH000068,Case,FIR2026006110,CASE006110
SRCH000069,Phone,9864858577,CASE006586
SRCH000070,Phone,9287372297,CASE002464
SRCH000071,Phone,9123842089,CASE007518
SRCH000072,Bank,179152500201,CASE003014
SRCH000073,Case,FIR2026002974,CASE002974
SRCH000074,Case,FIR2026000362,CASE000362
SRCH000075,Case,CASE002797,CASE002797
SRCH000076,Case,CASE001848,CASE001848
SRCH000077,Phone,9054485817,CASE000096
SRCH000078,Case,CASE008319,CASE008319
SRCH000079,Officer,OFF00065,CASE003486
SRCH000080,Phone,9357734970,CASE004214
SRCH000081,Officer,OFF00421,CASE005671
SRCH000082,Case,FIR2026008297,CASE008297
SRCH000083,Vehicle,KA93AB3559,CASE008979
SRCH000084,Bank,612109225046,CASE002067
SRCH000085,Phone,9235876551,CASE000569
SRCH000086,Phone,9747757926,CASE003388
SRCH000087,Case,FIR2026008017,CASE008017
SRCH000088,Case,FIR2026002673,CASE002673
SRCH000089,Bank,964881819287,CASE001366
SRCH000090,Case,CASE009180,CASE009180
SRCH000091,Bank,558223064873,CASE006503
SRCH000092,Case,CASE007568,CASE007568
SRCH000093,Case,FIR2026008155,CASE008155
SRCH000094,Case,FIR2026009677,CASE009677
SRCH000095,Case,CASE008237,CASE008237
SRCH000096,Phone,9982313961,CASE008194
SRCH000097,Phone,9608873760,CASE005297
SRCH000098,Case,CASE004301,CASE004301
SRCH000099,Bank,377212262472,CASE009422
SRCH000100,Case,FIR2026007167,CASE007167
SRCH000101,Vehicle,KA92AB4700,CASE001498
SRCH000102,Bank,911447657122,CASE007782
SRCH000103,Case,FIR2026001749,CASE001749
SRCH000104,Officer,OFF00230,CASE008518
SRCH000105,Phone,9449710672,CASE006194
SRCH000106,Citizen,CID009208,CASE003624
SRCH000107,Vehicle,KA97AB8739,CASE005474
SRCH000108,Phone,9081322945,CASE005414
SRCH000109,Case,CASE007584,CASE007584
SRCH000110,Case,CASE004777,CASE004777
SRCH000111,Phone,9069611296,CASE002517
SRCH000112,Phone,9425990175,CASE000735
SRCH000113,Case,FIR2026001546,CASE001546
SRCH000114,Citizen,CID008836,CASE003198
SRCH000115,Phone,9933127684,CASE008363
SRCH000116,Phone,9017021290,CASE007257
SRCH000117,Phone,9791797207,CASE002278
SRCH000118,Phone,9283026762,CASE008368
SRCH000119,Case,CASE003317,CASE003317
SRCH000120,Case,CASE008893,CASE008893
SRCH000121,Case,FIR2026006911,CASE006911
SRCH000122,Vehicle,KA91AB7281,CASE000047
SRCH000123,Vehicle,KA60AB9026,CASE003845
SRCH000124,Bank,230173232009,CASE006682
SRCH000125,Case,CASE005571,CASE005571
SRCH000126,Case,CASE006121,CASE006121
SRCH000127,Case,FIR2026005993,CASE005993
SRCH000128,Case,FIR2026001761,CASE001761
SRCH000129,Case,CASE004639,CASE004639
SRCH000130,Vehicle,KA48AB7074,CASE009861
SRCH000131,Phone,9726879226,CASE004105
SRCH000132,Case,CASE009115,CASE009115
SRCH000133,Case,FIR2026007354,CASE007354
SRCH000134,Case,CASE000553,CASE000553
SRCH000135,Case,FIR2026005200,CASE005200
SRCH000136,Case,FIR2026006599,CASE006599
SRCH000137,Vehicle,KA65AB4708,CASE000121
SRCH000138,Case,FIR2026001665,CASE001665
SRCH000139,Phone,9761910815,CASE005181
SRCH000140,Case,CASE007930,CASE007930
SRCH000141,Case,FIR2026001139,CASE001139
SRCH000142,Vehicle,KA51AB2740,CASE005255
SRCH000143,Phone,9540363647,CASE005751
SRCH000144,Case,CASE002426,CASE002426
SRCH000145,Case,FIR2026001383,CASE001383
SRCH000146,Citizen,CID000354,CASE008390
SRCH000147,Phone,9327799845,CASE000407
SRCH000148,Case,FIR2026004522,CASE004522
SRCH000149,Phone,9448012408,CASE001452
SRCH000150,Case,FIR2026000579,CASE000579
SRCH000151,Case,CASE009509,CASE009509
SRCH000152,Case,FIR2026004706,CASE004706
SRCH000153,Case,FIR2026009369,CASE009369
SRCH000154,Vehicle,KA70AB8833,CASE005882
SRCH000155,Case,CASE007007,CASE007007
SRCH000156,Phone,9621170968,CASE009064
SRCH000157,Case,CASE001093,CASE001093
SRCH000158,Case,CASE008796,CASE008796
SRCH000159,Citizen,CID001072,CASE009678
SRCH000160,Bank,801992204690,CASE005479
SRCH000161,Citizen,CID005541,CASE006590
SRCH000162,Case,CASE007913,CASE007913
SRCH000163,Citizen,CID008240,CASE000471
SRCH000164,Case,FIR2026002782,CASE002782
SRCH000165,Case,CASE004189,CASE004189
SRCH000166,Bank,537246944395,CASE008595
SRCH000167,Citizen,CID009083,CASE000469
SRCH000168,Vehicle,KA23AB3850,CASE006227
SRCH000169,Case,FIR2026004977,CASE004977
SRCH000170,Case,FIR2026004094,CASE004094
SRCH000171,Case,CASE006090,CASE006090
SRCH000172,Case,FIR2026007326,CASE007326
SRCH000173,Case,CASE008005,CASE008005
SRCH000174,Bank,134443409016,CASE007859
SRCH000175,Case,CASE002085,CASE002085
SRCH000176,Case,FIR2026007624,CASE007624
SRCH000177,Case,CASE006907,CASE006907
SRCH000178,Officer,OFF00024,CASE007888
SRCH000179,Case,CASE007641,CASE007641
SRCH000180,Phone,9831579856,CASE006909
SRCH000181,Case,CASE004060,CASE004060
SRCH000182,Vehicle,KA09AB7656,CASE007040
SRCH000183,Case,CASE004875,CASE004875
SRCH000184,Vehicle,KA01AB9080,CASE004722
SRCH000185,Bank,711419019660,CASE007900
SRCH000186,Case,CASE007384,CASE007384
SRCH000187,Citizen,CID003191,CASE003169
SRCH000188,Citizen,CID001341,CASE003189
SRCH000189,Case,FIR2026008754,CASE008754
SRCH000190,Case,FIR2026004492,CASE004492
SRCH000191,Phone,9704766078,CASE003466
SRCH000192,Citizen,CID004303,CASE006575
SRCH000193,Case,FIR2026006271,CASE006271
SRCH000194,Bank,812676737398,CASE009279
SRCH000195,Phone,9074526085,CASE005762
SRCH000196,Case,FIR2026002666,CASE002666
SRCH000197,Case,FIR2026005327,CASE005327
SRCH000198,Phone,9816834544,CASE009048
SRCH000199,Case,CASE005746,CASE005746
SRCH000200,Citizen,CID002720,CASE007776
SRCH000201,Case,FIR2026004780,CASE004780
SRCH000202,Phone,9521991547,CASE001431
SRCH000203,Bank,657117902317,CASE007143
SRCH000204,Bank,766415917308,CASE006484
SRCH000205,Vehicle,KA99AB8507,CASE004728
SRCH000206,Case,FIR2026007189,CASE007189
SRCH000207,Case,CASE000763,CASE000763
SRCH000208,Phone,9222062194,CASE001613
SRCH000209,Case,FIR2026005131,CASE005131
SRCH000210,Case,FIR2026009130,CASE009130
SRCH000211,Phone,9393545530,CASE006081
SRCH000212,Case,CASE009503,CASE009503
SRCH000213,Phone,9883638954,CASE007389
SRCH000214,Bank,332885212379,CASE009225
SRCH000215,Citizen,CID009051,CASE004847
SRCH000216,Case,FIR2026003856,CASE003856
SRCH000217,Case,CASE002636,CASE002636
SRCH000218,Case,FIR2026006622,CASE006622
SRCH000219,Bank,745810846982,CASE004630
SRCH000220,Case,CASE007049,CASE007049
SRCH000221,Case,CASE007604,CASE007604
SRCH000222,Case,FIR2026000132,CASE000132
SRCH000223,Vehicle,KA76AB6385,CASE003295
SRCH000224,Vehicle,KA80AB4777,CASE009216
SRCH000225,Phone,9628782727,CASE007344
SRCH000226,Case,FIR2026001564,CASE001564
SRCH000227,Officer,OFF00400,CASE009024
SRCH000228,Case,CASE001111,CASE001111
SRCH000229,Vehicle,KA87AB5522,CASE000516
SRCH000230,Bank,563249653355,CASE000326
SRCH000231,Case,FIR2026006146,CASE006146
SRCH000232,Vehicle,KA30AB4762,CASE006593
SRCH000233,Case,CASE009860,CASE009860
SRCH000234,Citizen,CID001967,CASE004232
SRCH000235,Phone,9173506711,CASE006931
SRCH000236,Bank,814175082563,CASE000600
SRCH000237,Phone,9255262422,CASE008962
SRCH000238,Case,FIR2026007218,CASE007218
SRCH000239,Citizen,CID007257,CASE000341
SRCH000240,Phone,9188621214,CASE006617
SRCH000241,Case,CASE002409,CASE002409
SRCH000242,Vehicle,KA02AB4499,CASE007988
SRCH000243,Case,CASE006771,CASE006771
SRCH000244,Phone,9794453631,CASE000863
SRCH000245,Citizen,CID008789,CASE001065
SRCH000246,Phone,9260784186,CASE004824
SRCH000247,Vehicle,KA88AB8146,CASE002725
SRCH000248,Phone,9536764381,CASE000308
SRCH000249,Citizen,CID002223,CASE003211
SRCH000250,Officer,OFF00202,CASE005525
SRCH000251,Case,CASE001124,CASE001124
SRCH000252,Case,FIR2026008200,CASE008200
SRCH000253,Case,FIR2026009647,CASE009647
SRCH000254,Phone,9651912097,CASE008811
SRCH000255,Phone,9114486699,CASE007109
SRCH000256,Citizen,CID000642,CASE003583
SRCH000257,Phone,9277474941,CASE003295
SRCH000258,Vehicle,KA42AB4357,CASE007617
SRCH000259,Case,FIR2026009675,CASE009675
SRCH000260,Citizen,CID000217,CASE008994
SRCH000261,Bank,506229999101,CASE001375
SRCH000262,Case,FIR2026008201,CASE008201
SRCH000263,Citizen,CID000655,CASE006602
SRCH000264,Citizen,CID009561,CASE007676
SRCH000265,Case,CASE003044,CASE003044
SRCH000266,Case,CASE005388,CASE005388
SRCH000267,Case,CASE000562,CASE000562
SRCH000268,Phone,9647185123,CASE009350
SRCH000269,Case,FIR2026008096,CASE008096
SRCH000270,Case,FIR2026000794,CASE000794
SRCH000271,Citizen,CID000145,CASE006587
SRCH000272,Phone,9150884123,CASE004764
SRCH000273,Case,CASE005473,CASE005473
SRCH000274,Phone,9053570826,CASE006371
SRCH000275,Bank,985692688754,CASE000353
SRCH000276,Officer,OFF00438,CASE000319
SRCH000277,Case,FIR2026009788,CASE009788
SRCH000278,Vehicle,KA04AB6632,CASE004631
SRCH000279,Bank,169777226090,CASE002752
SRCH000280,Case,FIR2026002107,CASE002107
SRCH000281,Case,CASE004554,CASE004554
SRCH000282,Bank,200963855655,CASE000075
SRCH000283,Citizen,CID002382,CASE003926
SRCH000284,Vehicle,KA38AB5609,CASE001942
SRCH000285,Phone,9048019764,CASE008729
SRCH000286,Citizen,CID007189,CASE000091
SRCH000287,Case,CASE008026,CASE008026
SRCH000288,Phone,9546955946,CASE001831
SRCH000289,Bank,270517282044,CASE001584
SRCH000290,Citizen,CID009590,CASE000738
SRCH000291,Citizen,CID008854,CASE006104
SRCH000292,Citizen,CID007797,CASE002949
SRCH000293,Vehicle,KA24AB9660,CASE000893
SRCH000294,Case,CASE000431,CASE000431
SRCH000295,Bank,904746651016,CASE009511
SRCH000296,Case,CASE009224,CASE009224
SRCH000297,Case,FIR2026007920,CASE007920
SRCH000298,Bank,634320194075,CASE002006
SRCH000299,Citizen,CID000867,CASE000963
SRCH000300,Citizen,CID001661,CASE000149
SRCH000301,Citizen,CID005365,CASE000911
SRCH000302,Bank,644896592048,CASE001724
SRCH000303,Phone,9614002452,CASE000933
SRCH000304,Case,FIR2026007963,CASE007963
SRCH000305,Citizen,CID007103,CASE005035
SRCH000306,Vehicle,KA05AB5052,CASE005269
SRCH000307,Case,FIR2026005642,CASE005642
SRCH000308,Phone,9444688805,CASE001638
SRCH000309,Citizen,CID004801,CASE000164
SRCH000310,Case,FIR2026008420,CASE008420
SRCH000311,Bank,363896938175,CASE009984
SRCH000312,Case,CASE002570,CASE002570
SRCH000313,Bank,457625845275,CASE009556
SRCH000314,Citizen,CID007915,CASE003468
SRCH000315,Phone,9091113910,CASE009611
SRCH000316,Case,CASE007911,CASE007911
SRCH000317,Case,FIR2026001044,CASE001044
SRCH000318,Phone,9993580637,CASE009317
SRCH000319,Case,CASE007394,CASE007394
SRCH000320,Phone,9276403357,CASE009600
SRCH000321,Phone,9907718087,CASE008474
SRCH000322,Case,FIR2026006945,CASE006945
SRCH000323,Case,FIR2026004198,CASE004198
SRCH000324,Case,FIR2026009735,CASE009735
SRCH000325,Phone,9655246280,CASE005961
SRCH000326,Bank,305812238849,CASE000734
SRCH000327,Case,FIR2026002218,CASE002218
SRCH000328,Bank,383379375109,CASE004956
SRCH000329,Case,FIR2026000897,CASE000897
SRCH000330,Bank,588200582259,CASE008050
SRCH000331,Phone,9741744842,CASE007364
SRCH000332,Case,CASE002091,CASE002091
SRCH000333,Phone,9195311644,CASE000771
SRCH000334,Vehicle,KA47AB5288,CASE001341
SRCH000335,Bank,372577179074,CASE005516
SRCH000336,Vehicle,KA20AB6375,CASE009311
SRCH000337,Phone,9554248614,CASE003353
SRCH000338,Case,FIR2026004390,CASE004390
SRCH000339,Phone,9214776491,CASE001059
SRCH000340,Case,CASE001429,CASE001429
SRCH000341,Case,FIR2026008669,CASE008669
SRCH000342,Citizen,CID001254,CASE008481
SRCH000343,Vehicle,KA51AB8384,CASE003586
SRCH000344,Citizen,CID000222,CASE001405
SRCH000345,Case,CASE004588,CASE004588
SRCH000346,Case,FIR2026007904,CASE007904
SRCH000347,Citizen,CID005942,CASE002723
SRCH000348,Case,CASE009678,CASE009678
SRCH000349,Case,CASE008488,CASE008488
SRCH000350,Case,CASE007153,CASE007153
SRCH000351,Vehicle,KA42AB2714,CASE001659
SRCH000352,Citizen,CID003129,CASE001337
SRCH000353,Citizen,CID003710,CASE004722
SRCH000354,Officer,OFF00320,CASE008237
SRCH000355,Citizen,CID002283,CASE009694
SRCH000356,Vehicle,KA64AB7166,CASE006635
SRCH000357,Bank,990918715668,CASE008707
SRCH000358,Bank,521703352389,CASE007765
SRCH000359,Case,CASE002313,CASE002313
SRCH000360,Case,FIR2026000224,CASE000224
SRCH000361,Vehicle,KA04AB6029,CASE009756
SRCH000362,Citizen,CID005432,CASE003063
SRCH000363,Phone,9788473830,CASE007393
SRCH000364,Phone,9241075019,CASE003947
SRCH000365,Bank,447817773294,CASE005865
SRCH000366,Vehicle,KA41AB1392,CASE002024
SRCH000367,Bank,389438034182,CASE005290
SRCH000368,Bank,401522331648,CASE005606
SRCH000369,Phone,9311294219,CASE000993
SRCH000370,Bank,580838107685,CASE002974
SRCH000371,Case,CASE001407,CASE001407
SRCH000372,Case,FIR2026003044,CASE003044
SRCH000373,Case,FIR2026007431,CASE007431
SRCH000374,Case,FIR2026007815,CASE007815
SRCH000375,Phone,9051921498,CASE009507
SRCH000376,Case,FIR2026002985,CASE002985
SRCH000377,Case,FIR2026002453,CASE002453
SRCH000378,Phone,9915105840,CASE008700
SRCH000379,Case,CASE002477,CASE002477
SRCH000380,Vehicle,KA75AB9418,CASE000229
SRCH000381,Case,FIR2026009733,CASE009733
SRCH000382,Phone,9952691009,CASE002909
SRCH000383,Case,FIR2026008832,CASE008832
SRCH000384,Phone,9380992360,CASE008126
SRCH000385,Case,FIR2026002932,CASE002932
SRCH000386,Case,CASE000192,CASE000192
SRCH000387,Case,CASE006388,CASE006388
SRCH000388,Phone,9551939254,CASE001619
SRCH000389,Case,FIR2026007526,CASE007526
SRCH000390,Case,FIR2026005207,CASE005207
SRCH000391,Citizen,CID000565,CASE000764
SRCH000392,Case,CASE009372,CASE009372
SRCH000393,Case,CASE001905,CASE001905
SRCH000394,Phone,9749025363,CASE003931
SRCH000395,Bank,541485609349,CASE004758
SRCH000396,Citizen,CID000627,CASE008382
SRCH000397,Case,FIR2026005968,CASE005968
SRCH000398,Bank,645252280720,CASE000265
SRCH000399,Vehicle,KA17AB4304,CASE009232
SRCH000400,Case,FIR2026009868,CASE009868
SRCH000401,Bank,748244564194,CASE000002
SRCH000402,Case,FIR2026005800,CASE005800
SRCH000403,Case,FIR2026009175,CASE009175
SRCH000404,Bank,987399266120,CASE008714
SRCH000405,Phone,9858483006,CASE002586
SRCH000406,Phone,9251038790,CASE006113
SRCH000407,Citizen,CID004582,CASE000428
SRCH000408,Case,FIR2026004854,CASE004854
SRCH000409,Phone,9797409414,CASE003486
SRCH000410,Phone,9947885670,CASE000667
SRCH000411,Case,FIR2026009516,CASE009516
SRCH000412,Bank,709421571506,CASE008744
SRCH000413,Case,CASE002410,CASE002410
SRCH000414,Case,FIR2026007387,CASE007387
SRCH000415,Citizen,CID009404,CASE000366
SRCH000416,Bank,984342116757,CASE008857
SRCH000417,Case,CASE007741,CASE007741
SRCH000418,Phone,9466991904,CASE001597
SRCH000419,Bank,728850328138,CASE009973
SRCH000420,Case,CASE005219,CASE005219
SRCH000421,Citizen,CID005279,CASE006633
SRCH000422,Case,CASE005386,CASE005386
SRCH000423,Citizen,CID004722,CASE000965
SRCH000424,Phone,9935937071,CASE002193
SRCH000425,Case,FIR2026003144,CASE003144
SRCH000426,Phone,9953523127,CASE005628
SRCH000427,Case,CASE005840,CASE005840
SRCH000428,Phone,9246612999,CASE001867
SRCH000429,Case,CASE004382,CASE004382
SRCH000430,Case,CASE009620,CASE009620
SRCH000431,Case,CASE007251,CASE007251
SRCH000432,Citizen,CID003369,CASE009306
SRCH000433,Vehicle,KA37AB8858,CASE009285
SRCH000434,Bank,235284447810,CASE006238
SRCH000435,Case,FIR2026002386,CASE002386
SRCH000436,Bank,353309534079,CASE001585
SRCH000437,Case,FIR2026000765,CASE000765
SRCH000438,Citizen,CID003491,CASE008070
SRCH000439,Citizen,CID006158,CASE003907
SRCH000440,Citizen,CID002173,CASE008109
SRCH000441,Phone,9184798398,CASE003958
SRCH000442,Phone,9783590267,CASE001165
SRCH000443,Bank,852791194349,CASE009826
SRCH000444,Phone,9913730996,CASE005865
SRCH000445,Case,CASE008051,CASE008051
SRCH000446,Case,CASE006427,CASE006427
SRCH000447,Bank,453361819186,CASE003134
SRCH000448,Citizen,CID000018,CASE007117
SRCH000449,Phone,9951165422,CASE000731
SRCH000450,Case,CASE002675,CASE002675
SRCH000451,Case,CASE005260,CASE005260
SRCH000452,Phone,9684770317,CASE009422
SRCH000453,Case,CASE000245,CASE000245
SRCH000454,Case,CASE007877,CASE007877
SRCH000455,Bank,984702992223,CASE005191
SRCH000456,Phone,9503551047,CASE001212
SRCH000457,Phone,9530951940,CASE009326
SRCH000458,Case,CASE000906,CASE000906
SRCH000459,Citizen,CID002339,CASE002537
SRCH000460,Phone,9418481825,CASE001505
SRCH000461,Case,CASE009962,CASE009962
SRCH000462,Vehicle,KA60AB8956,CASE005388
SRCH000463,Vehicle,KA09AB1981,CASE002146
SRCH000464,Case,CASE006288,CASE006288
SRCH000465,Citizen,CID009167,CASE001889
SRCH000466,Citizen,CID008720,CASE007176
SRCH000467,Case,CASE002830,CASE002830
SRCH000468,Bank,854724100010,CASE001992
SRCH000469,Case,CASE001416,CASE001416
SRCH000470,Case,FIR2026001022,CASE001022
SRCH000471,Bank,863956718197,CASE003118
SRCH000472,Vehicle,KA50AB5895,CASE009057
SRCH000473,Case,FIR2026008271,CASE008271
SRCH000474,Citizen,CID000300,CASE001438
SRCH000475,Bank,966079235377,CASE008399
SRCH000476,Case,FIR2026006125,CASE006125
SRCH000477,Officer,OFF00028,CASE008180
SRCH000478,Vehicle,KA37AB3038,CASE004214
SRCH000479,Case,CASE003245,CASE003245
SRCH000480,Case,CASE003509,CASE003509
SRCH000481,Phone,9063450262,CASE007220
SRCH000482,Citizen,CID009061,CASE003441
SRCH000483,Case,CASE003990,CASE003990
SRCH000484,Phone,9772568067,CASE009625
SRCH000485,Case,FIR2026002356,CASE002356
SRCH000486,Bank,658652154434,CASE001865
SRCH000487,Case,CASE009292,CASE009292
SRCH000488,Phone,9229792693,CASE007229
SRCH000489,Bank,302898337449,CASE001223
SRCH000490,Bank,283263045630,CASE001188
SRCH000491,Case,FIR2026007615,CASE007615
SRCH000492,Case,CASE007226,CASE007226
SRCH000493,Case,FIR2026001061,CASE001061
SRCH000494,Case,FIR2026001865,CASE001865
SRCH000495,Vehicle,KA78AB1653,CASE001135
SRCH000496,Case,CASE008723,CASE008723
SRCH000497,Phone,9399803295,CASE001780
SRCH000498,Phone,9736690048,CASE006479
SRCH000499,Citizen,CID009226,CASE001604
SRCH000500,Case,CASE009798,CASE009798
SRCH000501,Citizen,CID003312,CASE001764
SRCH000502,Phone,9702193972,CASE005739
SRCH000503,Citizen,CID007953,CASE006484
SRCH000504,Case,FIR2026008117,CASE008117
SRCH000505,Phone,9343890451,CASE000718
SRCH000506,Case,FIR2026000594,CASE000594
SRCH000507,Bank,219117394615,CASE007323
SRCH000508,Case,FIR2026001535,CASE001535
SRCH000509,Citizen,CID004428,CASE007893
SRCH000510,Case,CASE005848,CASE005848
SRCH000511,Phone,9435023050,CASE002455
SRCH000512,Case,FIR2026000037,CASE000037
SRCH000513,Case,CASE003165,CASE003165
SRCH000514,Case,CASE002443,CASE002443
SRCH000515,Case,CASE008350,CASE008350
SRCH000516,Case,FIR2026005141,CASE005141
SRCH000517,Case,FIR2026008955,CASE008955
SRCH000518,Vehicle,KA69AB6088,CASE002303
SRCH000519,Case,FIR2026008947,CASE008947
SRCH000520,Case,FIR2026005923,CASE005923
SRCH000521,Officer,OFF00083,CASE005387
SRCH000522,Case,FIR2026002536,CASE002536
SRCH000523,Phone,9250741537,CASE009044
SRCH000524,Case,CASE005471,CASE005471
SRCH000525,Case,CASE003463,CASE003463
SRCH000526,Phone,9002879745,CASE004363
SRCH000527,Case,FIR2026004818,CASE004818
SRCH000528,Phone,9836891084,CASE001708
SRCH000529,Case,CASE006357,CASE006357
SRCH000530,Case,CASE001442,CASE001442
SRCH000531,Officer,OFF00040,CASE003956
SRCH000532,Citizen,CID002449,CASE005868
SRCH000533,Case,CASE006768,CASE006768
SRCH000534,Phone,9389770764,CASE002855
SRCH000535,Phone,9969650977,CASE007088
SRCH000536,Vehicle,KA20AB4997,CASE001586
SRCH000537,Bank,769490104865,CASE004234
SRCH000538,Citizen,CID000548,CASE000505
SRCH000539,Phone,9820231425,CASE008344
SRCH000540,Case,FIR2026008799,CASE008799
SRCH000541,Phone,9530138324,CASE004814
SRCH000542,Case,FIR2026004162,CASE004162
SRCH000543,Case,FIR2026003085,CASE003085
SRCH000544,Phone,9842185376,CASE008094
SRCH000545,Vehicle,KA80AB7479,CASE002213
SRCH000546,Case,FIR2026008771,CASE008771
SRCH000547,Citizen,CID007754,CASE001190
SRCH000548,Case,CASE005874,CASE005874
SRCH000549,Case,CASE007842,CASE007842
SRCH000550,Bank,667401412956,CASE001592
SRCH000551,Citizen,CID000872,CASE003316
SRCH000552,Vehicle,KA44AB2755,CASE005061
SRCH000553,Phone,9220437737,CASE003052
SRCH000554,Case,FIR2026008500,CASE008500
SRCH000555,Citizen,CID001732,CASE005117
SRCH000556,Vehicle,KA30AB3402,CASE006939
SRCH000557,Phone,9667395596,CASE001543
SRCH000558,Bank,109052788970,CASE002784
SRCH000559,Phone,9798191105,CASE008544
SRCH000560,Citizen,CID001652,CASE001883
SRCH000561,Phone,9127503697,CASE000970
SRCH000562,Phone,9065847697,CASE005115
SRCH000563,Case,FIR2026007792,CASE007792
SRCH000564,Case,FIR2026007311,CASE007311
SRCH000565,Citizen,CID008449,CASE008597
SRCH000566,Phone,9743785185,CASE008853
SRCH000567,Case,FIR2026005657,CASE005657
SRCH000568,Case,CASE000168,CASE000168
SRCH000569,Vehicle,KA36AB8055,CASE009762
SRCH000570,Phone,9491014526,CASE002743
SRCH000571,Citizen,CID009444,CASE005270
SRCH000572,Case,CASE004653,CASE004653
SRCH000573,Citizen,CID002406,CASE000605
SRCH000574,Citizen,CID003726,CASE007795
SRCH000575,Citizen,CID000939,CASE008303
SRCH000576,Case,FIR2026000369,CASE000369
SRCH000577,Phone,9975707134,CASE001752
SRCH000578,Case,FIR2026007185,CASE007185
SRCH000579,Citizen,CID000959,CASE008073
SRCH000580,Citizen,CID009031,CASE008048
SRCH000581,Case,FIR2026005889,CASE005889
SRCH000582,Phone,9945402476,CASE003353
SRCH000583,Phone,9501421995,CASE008698
SRCH000584,Phone,9536848695,CASE006503
SRCH000585,Case,FIR2026003578,CASE003578
SRCH000586,Case,CASE009711,CASE009711
SRCH000587,Case,CASE008282,CASE008282
SRCH000588,Bank,316754352816,CASE006615
SRCH000589,Phone,9948148777,CASE007947
SRCH000590,Phone,9532648324,CASE007358
SRCH000591,Phone,9029606959,CASE003515
SRCH000592,Case,FIR2026001181,CASE001181
SRCH000593,Phone,9559811839,CASE006690
SRCH000594,Vehicle,KA16AB2851,CASE001405
SRCH000595,Officer,OFF00355,CASE002528
SRCH000596,Phone,9664405916,CASE003655
SRCH000597,Case,CASE009318,CASE009318
SRCH000598,Citizen,CID007270,CASE006126
SRCH000599,Citizen,CID000714,CASE000620
SRCH000600,Phone,9602993568,CASE004483
SRCH000601,Bank,724653260106,CASE009930
SRCH000602,Bank,668791368153,CASE008813
SRCH000603,Vehicle,KA30AB7492,CASE000372
SRCH000604,Case,FIR2026002539,CASE002539
SRCH000605,Case,FIR2026009507,CASE009507
