digital_evidence_id,case_id,file_type,file_name,phone_number,email,ip_address,uploaded_by,status,extracted_entities
DE000031,CASE007159,Laptop,eum.html,9805201024,triyakumer@example.com,214.176.21.88,OFF00031,Verified,Phone: 9805201024; Email: triyakumer@example.com; IP: 214.176.21.88
DE000032,CASE006021,Laptop,nulla.jpeg,9227386459,tvarty@example.com,103.93.88.36,OFF00430,Collected,Phone: 9227386459; Email: tvarty@example.com; IP: 103.93.88.36
DE000033,CASE003141,Photo,suscipit.tiff,9763066621,haritasinha@example.net,221.247.70.4,OFF00129,Pending Analysis,Phone: 9763066621; Email: haritasinha@example.net; IP: 221.247.70.4
DE000034,CASE005201,Photo,rerum.png,9878708608,cvarkey@example.org,45.98.150.37,OFF00083,Verified,Phone: 9878708608; Email: cvarkey@example.org; IP: 45.98.150.37
DE000035,CASE005421,Mobile Phone,ut.css,9629930045,bhavsarpushti@example.net,185.10.59.217,OFF00357,Pending Analysis,Phone: 9629930045; Email: bhavsarpushti@example.net; IP: 185.10.59.217
DE000036,CASE005184,SIM Card,quos.tiff,9603723185,faras84@example.com,161.218.11.95,OFF00449,Collected,Phone: 9603723185; Email: faras84@example.com; IP: 161.218.11.95
DE000037,CASE000917,Photo,error.ppt,9774791864,jananigour@example.org,23.70.241.225,OFF00347,Pending Analysis,Phone: 9774791864; Email: jananigour@example.org; IP: 23.70.241.225
DE000038,CASE002289,CCTV,incidunt.wav,9353984958,ksule@example.org,15.19.210.73,OFF00364,Verified,Phone: 9353984958; Email: ksule@example.org; IP: 15.19.210.73
DE000039,CASE002169,WhatsApp Chat,blanditiis.flac,9813171894,qjaggi@example.com,142.250.76.9,OFF00436,Pending Analysis,Phone: 9813171894; Email: qjaggi@example.com; IP: 142.250.76.9
DE000040,CASE006588,Laptop,laborum.odt,9341055461,eshanakannan@example.org,123.166.98.181,OFF00166,Pending Analysis,Phone: 9341055461; Email: eshanakannan@example.org; IP: 123.166.98.181
DE000041,CASE009728,Photo,iure.webm,9290585921,usridhar@example.com,207.169.122.59,OFF00055,Collected,Phone: 9290585921; Email: usridhar@example.com; IP: 207.169.122.59
DE000042,CASE002742,CCTV,reiciendis.txt,9090893702,yug20@example.net,175.170.239.36,OFF00138,Collected,Phone: 9090893702; Email: yug20@example.net; IP: 175.170.239.36
DE000043,CASE007326,Video,delectus.wav,9885014535,kallaoeshi@example.org,152.51.28.252,OFF00353,Verified,Phone: 9885014535; Email: kallaoeshi@example.org; IP: 152.51.28.252
DE000044,CASE009439,Bank Statement,culpa.json,9913570760,xavieroza@example.com,90.103.238.244,OFF00035,Collected,Phone: 9913570760; Email: xavieroza@example.com; IP: 90.103.238.244
DE000045,CASE002886,Photo,temporibus.bmp,9521223743,onazareth@example.org,162.176.52.60,OFF00191,Pending Analysis,Phone: 9521223743; Email: onazareth@example.org; IP: 162.176.52.60
DE000046,CASE007908,CCTV,placeat.css,9005788225,ethannatarajan@example.org,132.123.51.223,OFF00239,Collected,Phone: 9005788225; Email: ethannatarajan@example.org; IP: 132.123.51.223
DE000047,CASE001571,Laptop,vel.docx,9970107350,mugdhachahal@example.net,14.109.28.151,OFF00091,Pending Analysis,Phone: 9970107350; Email: mugdhachahal@example.net; IP: 14.109.28.151
DE000048,CASE005656,Video,possimus.txt,9110491700,vyanjana99@example.com,7.96.210.247,OFF00098,Pending Analysis,Phone: 9110491700; Email: vyanjana99@example.com; IP: 7.96.210.247
DE000049,CASE000241,Email,vitae.avi,9265519037,rajagopalliam@example.net,213.36.154.7,OFF00382,Verified,Phone: 9265519037; Email: rajagopalliam@example.net; IP: 213.36.154.7
DE000050,CASE009879,WhatsApp Chat,voluptate.js,9328873512,qkade@example.org,221.125.223.83,OFF00154,Verified,Phone: 9328873512; Email: qkade@example.org; IP: 221.125.223.83
DE000051,CASE008929,Bank Statement,culpa.gif,9521755919,vanya85@example.org,87.169.44.91,OFF00280,Pending Analysis,Phone: 9521755919; Email: vanya85@example.org; IP: 87.169.44.91
DE000052,CASE008186,WhatsApp Chat,dolor.xls,9233270995,zaitrakaran@example.org,176.21.14.24,OFF00026,Pending Analysis,Phone: 9233270995; Email: zaitrakaran@example.org; IP: 176.21.14.24
DE000053,CASE009675,SIM Card,doloremque.key,9874574602,nitesh86@example.org,43.21.46.179,OFF00175,Pending Analysis,Phone: 9874574602; Email: nitesh86@example.org; IP: 43.21.46.179
DE000054,CASE009041,WhatsApp Chat,sequi.flac,9521948891,dominic91@example.com,83.96.108.124,OFF00367,Verified,Phone: 9521948891; Email: dominic91@example.com; IP: 83.96.108.124
DE000055,CASE009806,Photo,dolor.css,9869848837,nbhatt@example.com,28.148.147.19,OFF00168,Pending Analysis,Phone: 9869848837; Email: nbhatt@example.com; IP: 28.148.147.19
DE000056,CASE004154,Laptop,cumque.json,9780122903,ebadami@example.org,24.15.227.21,OFF00500,Verified,Phone: 9780122903; Email: ebadami@example.org; IP: 24.15.227.21
DE000057,CASE009396,Mobile Phone,voluptas.webm,9184071438,wdara@example.net,110.155.78.192,OFF00100,Verified,Phone: 9184071438; Email: wdara@example.net; IP: 110.155.78.192
DE000058,CASE007638,SIM Card,temporibus.mp4,9555690001,indrajit81@example.org,185.27.31.149,OFF00295,Collected,Phone: 9555690001; Email: indrajit81@example.org; IP: 185.27.31.149
DE000059,CASE007553,Video,tenetur.flac,9754912973,daksheshiyengar@example.net,83.86.163.126,OFF00126,Verified,Phone: 9754912973; Email: daksheshiyengar@example.net; IP: 83.86.163.126
DE000060,CASE001661,Photo,nobis.html,9795314548,kallasathvik@example.org,92.87.24.24,OFF00306,Verified,Phone: 9795314548; Email: kallasathvik@example.org; IP: 92.87.24.24
DE000061,CASE006810,Video,harum.xlsx,9995729821,reva03@example.net,79.148.186.236,OFF00467,Pending Analysis,Phone: 9995729821; Email: reva03@example.net; IP: 79.148.186.236
DE000062,CASE006587,CCTV,amet.wav,9326638382,kabir05@example.net,140.177.66.134,OFF00456,Verified,Phone: 9326638382; Email: kabir05@example.net; IP: 140.177.66.134
DE000063,CASE009487,Mobile Phone,vero.wav,9629384170,aryan37@example.org,166.57.187.119,OFF00419,Pending Analysis,Phone: 9629384170; Email: aryan37@example.org; IP: 166.57.187.119
DE000064,CASE000302,Laptop,sapiente.html,9128997441,charitakumer@example.net,45.172.238.60,OFF00109,Collected,Phone: 9128997441; Email: charitakumer@example.net; IP: 45.172.238.60
DE000065,CASE000508,CCTV,ut.flac,9277969395,pinglelajita@example.org,47.139.151.144,OFF00296,Pending Analysis,Phone: 9277969395; Email: pinglelajita@example.org; IP: 47.139.151.144
DE000066,CASE006581,Laptop,praesentium.webm,9386994073,sidhulakshmi@example.com,190.64.1.6,OFF00328,Verified,Phone: 9386994073; Email: sidhulakshmi@example.com; IP: 190.64.1.6
DE000067,CASE004847,CCTV,eum.txt,9590514443,pavanisanghvi@example.net,114.176.89.8,OFF00072,Pending Analysis,Phone: 9590514443; Email: pavanisanghvi@example.net; IP: 114.176.89.8
DE000068,CASE008286,WhatsApp Chat,expedita.mp3,9585317629,dbhatia@example.org,213.227.72.133,OFF00405,Collected,Phone: 9585317629; Email: dbhatia@example.org; IP: 213.227.72.133
DE000069,CASE008653,Video,iure.odt,9069509329,bina81@example.org,79.126.249.84,OFF00012,Verified,Phone: 9069509329; Email: bina81@example.org; IP: 79.126.249.84
DE000070,CASE009876,Laptop,ex.tiff,9829978021,anmolgolla@example.com,19.24.140.140,OFF00122,Verified,Phone: 9829978021; Email: anmolgolla@example.com; IP: 19.24.140.140
DE000071,CASE004541,CCTV,fugiat.odp,9258573492,nathanieldhar@example.net,14.37.30.231,OFF00251,Verified,Phone: 9258573492; Email: nathanieldhar@example.net; IP: 14.37.30.231
DE000072,CASE001913,Mobile Phone,quos.odt,9682993722,xkhosla@example.net,27.215.84.231,OFF00467,Collected,Phone: 9682993722; Email: xkhosla@example.net; IP: 27.215.84.231
DE000073,CASE000806,SIM Card,non.txt,9054350067,aarnav24@example.org,151.20.200.108,OFF00377,Verified,Phone: 9054350067; Email: aarnav24@example.org; IP: 151.20.200.108
DE000074,CASE006192,Video,aliquam.jpeg,9463376401,forumverma@example.org,139.150.188.81,OFF00228,Collected,Phone: 9463376401; Email: forumverma@example.org; IP: 139.150.188.81
DE000075,CASE009925,WhatsApp Chat,eaque.doc,9006578917,tarak85@example.org,133.175.79.181,OFF00169,Pending Analysis,Phone: 9006578917; Email: tarak85@example.org; IP: 133.175.79.181
DE000076,CASE003647,CCTV,expedita.flac,9518005757,darshsaran@example.net,178.213.113.31,OFF00037,Pending Analysis,Phone: 9518005757; Email: darshsaran@example.net; IP: 178.213.113.31
DE000077,CASE002789,Laptop,cupiditate.wav,9668281783,prishamishra@example.net,59.16.119.244,OFF00202,Verified,Phone: 9668281783; Email: prishamishra@example.net; IP: 59.16.119.244
DE000078,CASE009322,WhatsApp Chat,quam.mp4,9772714401,rauharshil@example.net,14.144.64.133,OFF00460,Verified,Phone: 9772714401; Email: rauharshil@example.net; IP: 14.144.64.133
DE000079,CASE007114,Laptop,beatae.mov,9249416245,lbanerjee@example.net,199.57.203.247,OFF00340,Collected,Phone: 9249416245; Email: lbanerjee@example.net; IP: 199.57.203.247
DE000080,CASE000464,Bank Statement,nisi.wav,9610740324,asodhi@example.org,151.68.66.182,OFF00358,Pending Analysis,Phone: 9610740324; Email: asodhi@example.org; IP: 151.68.66.182; UPI: asodhi@paytm
DE000081,CASE009347,Laptop,provident.webm,9550598183,minhasikbal@example.org,27.230.60.17,OFF00255,Collected,Phone: 9550598183; Email: minhasikbal@example.org; IP: 27.230.60.17
DE000082,CASE003350,SIM Card,corporis.mov,9412972484,tatayasti@example.org,216.89.55.199,OFF00220,Collected,Phone: 9412972484; Email: tatayasti@example.org; IP: 216.89.55.199
DE000083,CASE005262,CCTV,quaerat.mov,9712433746,varmarajeshri@example.net,160.247.22.205,OFF00142,Pending Analysis,Phone: 9712433746; Email: varmarajeshri@example.net; IP: 160.247.22.205
DE000084,CASE009376,CCTV,veniam.avi,9615542674,asama@example.com,75.130.225.9,OFF00476,Pending Analysis,Phone: 9615542674; Email: asama@example.com; IP: 75.130.225.9
DE000085,CASE006803,Mobile Phone,unde.json,9052363263,veer32@example.org,59.26.120.117,OFF00077,Collected,Phone: 9052363263; Email: veer32@example.org; IP: 59.26.120.117
DE000086,CASE009669,Mobile Phone,nihil.wav,9661777052,kondasaumya@example.net,83.82.8.206,OFF00217,Collected,Phone: 9661777052; Email: kondasaumya@example.net; IP: 83.82.8.206
DE000087,CASE003167,WhatsApp Chat,cum.mp3,9154275157,ayaanchaudhry@example.org,165.15.46.104,OFF00236,Pending Analysis,Phone: 9154275157; Email: ayaanchaudhry@example.org; IP: 165.15.46.104
DE000088,CASE006565,Laptop,voluptates.avi,9231472903,atharv02@example.net,143.57.131.230,OFF00082,Pending Analysis,Phone: 9231472903; Email: atharv02@example.net; IP: 143.57.131.230
DE000089,CASE000999,Mobile Phone,impedit.csv,9595983283,pandra@example.org,108.157.154.76,OFF00348,Collected,Phone: 9595983283; Email: pandra@example.org; IP: 108.157.154.76
DE000090,CASE007678,SIM Card,aliquid.xls,9673950335,dbir@example.org,222.8.183.144,OFF00201,Collected,Phone: 9673950335; Email: dbir@example.org; IP: 222.8.183.144
DE000091,CASE002308,Mobile Phone,officiis.xlsx,9271271181,xwable@example.org,144.141.189.20,OFF00259,Collected,Phone: 9271271181; Email: xwable@example.org; IP: 144.141.189.20
DE000092,CASE000669,Mobile Phone,sunt.css,9309716768,noah84@example.org,218.200.65.40,OFF00103,Pending Analysis,Phone: 9309716768; Email: noah84@example.org; IP: 218.200.65.40
DE000093,CASE000792,CCTV,nostrum.png,9091818097,anirudhkunda@example.net,18.46.208.154,OFF00446,Verified,Phone: 9091818097; Email: anirudhkunda@example.net; IP: 18.46.208.154
DE000094,CASE002709,SIM Card,distinctio.numbers,9709934273,rsheth@example.com,158.249.245.85,OFF00098,Verified,Phone: 9709934273; Email: rsheth@example.com; IP: 158.249.245.85
DE000095,CASE005720,Mobile Phone,recusandae.numbers,9671979701,narayannidra@example.org,163.201.190.72,OFF00207,Verified,Phone: 9671979701; Email: narayannidra@example.org; IP: 163.201.190.72
DE000096,CASE007364,Laptop,delectus.mp3,9536784051,bordeyashica@example.net,94.94.117.229,OFF00321,Verified,Phone: 9536784051; Email: bordeyashica@example.net; IP: 94.94.117.229
DE000097,CASE002581,SIM Card,eveniet.avi,9799055284,pushti77@example.com,165.250.91.50,OFF00271,Pending Analysis,Phone: 9799055284; Email: pushti77@example.com; IP: 165.250.91.50
DE000098,CASE006980,WhatsApp Chat,iste.json,9746002516,nimrat60@example.com,55.190.140.98,OFF00310,Verified,Phone: 9746002516; Email: nimrat60@example.com; IP: 55.190.140.98
DE000099,CASE002866,CCTV,quisquam.mov,9236694972,yashawinikhalsa@example.org,102.122.194.54,OFF00430,Pending Analysis,Phone: 9236694972; Email: yashawinikhalsa@example.org; IP: 102.122.194.54
DE000100,CASE003970,Mobile Phone,maiores.odp,9154393350,jbasu@example.com,128.183.205.191,OFF00143,Pending Analysis,Phone: 9154393350; Email: jbasu@example.com; IP: 128.183.205.191
DE000101,CASE001427,Photo,error.wav,9984863114,nsarkar@example.net,41.94.42.133,OFF00426,Verified,Phone: 9984863114; Email: nsarkar@example.net; IP: 41.94.42.133
DE000102,CASE000291,Call Records,quod.gif,9302244056,sanaya15@example.org,191.81.50.129,OFF00312,Collected,Phone: 9302244056; Email: sanaya15@example.org; IP: 191.81.50.129
DE000103,CASE006320,Email,veritatis.html,9050760902,vyanjana34@example.net,105.217.229.161,OFF00099,Collected,Phone: 9050760902; Email: vyanjana34@example.net; IP: 105.217.229.161
DE000104,CASE006674,Laptop,iusto.odt,9860815757,mitali21@example.org,177.143.170.222,OFF00450,Verified,Phone: 9860815757; Email: mitali21@example.org; IP: 177.143.170.222
DE000105,CASE009873,SIM Card,soluta.csv,9916434793,sarmariya@example.net,121.179.180.64,OFF00157,Verified,Phone: 9916434793; Email: sarmariya@example.net; IP: 121.179.180.64
DE000106,CASE009615,Mobile Phone,quibusdam.txt,9016442551,wmorar@example.net,123.179.67.253,OFF00248,Collected,Phone: 9016442551; Email: wmorar@example.net; IP: 123.179.67.253
DE000107,CASE001218,SIM Card,exercitationem.bmp,9152946484,wyadav@example.org,101.75.28.152,OFF00485,Collected,Phone: 9152946484; Email: wyadav@example.org; IP: 101.75.28.152
DE000108,CASE005522,CCTV,illo.js,9516101407,iyervansha@example.net,94.160.48.49,OFF00010,Collected,Phone: 9516101407; Email: iyervansha@example.net; IP: 94.160.48.49
DE000109,CASE001032,WhatsApp Chat,fugiat.flac,9284333255,parmermichael@example.net,66.23.193.86,OFF00182,Collected,Phone: 9284333255; Email: parmermichael@example.net; IP: 66.23.193.86
DE000110,CASE006646,Video,modi.webm,9839299308,chatreshsant@example.org,112.243.86.207,OFF00160,Verified,Phone: 9839299308; Email: chatreshsant@example.org; IP: 112.243.86.207
DE000111,CASE009308,WhatsApp Chat,voluptates.ods,9288957001,aptevivaan@example.com,98.222.245.248,OFF00499,Collected,Phone: 9288957001; Email: aptevivaan@example.com; IP: 98.222.245.248
DE000112,CASE007464,WhatsApp Chat,quod.bmp,9035032155,kiaansama@example.com,152.85.35.232,OFF00204,Verified,Phone: 9035032155; Email: kiaansama@example.com; IP: 152.85.35.232
DE000113,CASE005526,SIM Card,voluptatibus.mp3,9822186302,riya14@example.com,218.95.15.251,OFF00373,Collected,Phone: 9822186302; Email: riya14@example.com; IP: 218.95.15.251
DE000114,CASE005289,Bank Statement,eum.css,9176237986,pmani@example.net,211.208.173.113,OFF00121,Pending Analysis,Phone: 9176237986; Email: pmani@example.net; IP: 211.208.173.113; UPI: pmani@okaxis
DE000115,CASE004787,Photo,nostrum.mp4,9721591397,hemangmukhopadhyay@example.net,113.31.248.238,OFF00057,Verified,Phone: 9721591397; Email: hemangmukhopadhyay@example.net; IP: 113.31.248.238
DE000116,CASE000326,Email,ipsam.mp3,9286009605,sanghvieiravati@example.org,69.83.163.70,OFF00055,Collected,Phone: 9286009605; Email: sanghvieiravati@example.org; IP: 69.83.163.70
DE000117,CASE001537,WhatsApp Chat,accusantium.flac,9982084686,hmemon@example.org,96.39.102.227,OFF00431,Pending Analysis,Phone: 9982084686; Email: hmemon@example.org; IP: 96.39.102.227
DE000118,CASE006033,WhatsApp Chat,assumenda.doc,9000664261,suhaniwason@example.com,159.217.159.64,OFF00312,Pending Analysis,Phone: 9000664261; Email: suhaniwason@example.com; IP: 159.217.159.64
DE000119,CASE003146,Mobile Phone,quos.docx,9402212579,parsaquincy@example.org,136.9.12.5,OFF00328,Pending Analysis,Phone: 9402212579; Email: parsaquincy@example.org; IP: 136.9.12.5
DE000120,CASE001412,Photo,earum.css,9017898776,gparmar@example.com,51.250.78.247,OFF00340,Verified,Phone: 9017898776; Email: gparmar@example.com; IP: 51.250.78.247
DE000121,CASE000701,Bank Statement,quo.webm,9624017285,wbabu@example.com,60.176.216.27,OFF00293,Verified,Phone: 9624017285; Email: wbabu@example.com; IP: 60.176.216.27; UPI: wbabu@ybl
DE000122,CASE005387,SIM Card,illo.flac,9273176718,januja33@example.com,145.69.140.189,OFF00218,Verified,Phone: 9273176718; Email: januja33@example.com; IP: 145.69.140.189
DE000123,CASE009928,CCTV,in.mov,9248370506,farisdhingra@example.net,102.130.78.241,OFF00019,Verified,Phone: 9248370506; Email: farisdhingra@example.net; IP: 102.130.78.241
DE000124,CASE007965,Call Records,atque.flac,9515962130,yashvi87@example.org,93.155.127.128,OFF00079,Pending Analysis,Phone: 9515962130; Email: yashvi87@example.org; IP: 93.155.127.128
DE000125,CASE008748,SIM Card,voluptate.json,9658043893,kwagle@example.org,186.89.86.192,OFF00202,Pending Analysis,Phone: 9658043893; Email: kwagle@example.org; IP: 186.89.86.192
DE000126,CASE008981,WhatsApp Chat,iusto.webm,9220709949,ojaskapur@example.net,207.218.154.81,OFF00381,Verified,Phone: 9220709949; Email: ojaskapur@example.net; IP: 207.218.154.81
DE000127,CASE009175,Bank Statement,ipsum.css,9701042597,davebrijesh@example.com,182.240.85.204,OFF00307,Collected,Phone: 9701042597; Email: davebrijesh@example.com; IP: 182.240.85.204
DE000128,CASE004812,Photo,vero.wav,9135042126,arunimajayaraman@example.net,134.216.95.83,OFF00383,Verified,Phone: 9135042126; Email: arunimajayaraman@example.net; IP: 134.216.95.83
DE000129,CASE002100,Mobile Phone,quos.bmp,9430574618,eshankar@example.org,157.153.175.225,OFF00336,Verified,Phone: 9430574618; Email: eshankar@example.org; IP: 157.153.175.225
DE000130,CASE007654,Video,velit.wav,9639856748,fde@example.com,17.138.222.227,OFF00119,Pending Analysis,Phone: 9639856748; Email: fde@example.com; IP: 17.138.222.227
DE000131,CASE002645,Video,cum.css,9820655742,meghana89@example.com,103.56.227.99,OFF00477,Pending Analysis,Phone: 9820655742; Email: meghana89@example.com; IP: 103.56.227.99
DE000132,CASE009763,Laptop,dolor.pdf,9666154938,wpandey@example.org,87.199.112.152,OFF00022,Verified,Phone: 9666154938; Email: wpandey@example.org; IP: 87.199.112.152
DE000133,CASE006051,WhatsApp Chat,eaque.xls,9680355221,om43@example.com,223.241.154.137,OFF00005,Verified,Phone: 9680355221; Email: om43@example.com; IP: 223.241.154.137
DE000134,CASE001571,Email,perspiciatis.json,9761018526,imohan@example.com,193.93.120.125,OFF00100,Collected,Phone: 9761018526; Email: imohan@example.com; IP: 193.93.120.125
DE000135,CASE005813,Mobile Phone,mollitia.mov,9273133812,pmaster@example.org,107.138.126.184,OFF00498,Collected,Phone: 9273133812; Email: pmaster@example.org; IP: 107.138.126.184
DE000136,CASE005774,SIM Card,nostrum.mp4,9097026347,gauravyohannan@example.com,133.210.17.39,OFF00320,Verified,Phone: 9097026347; Email: gauravyohannan@example.com; IP: 133.210.17.39
DE000137,CASE008283,Call Records,ad.tiff,9910642885,sastrythomas@example.net,201.115.149.78,OFF00170,Collected,Phone: 9910642885; Email: sastrythomas@example.net; IP: 201.115.149.78
DE000138,CASE004250,SIM Card,dignissimos.jpeg,9102235275,veerkapur@example.org,7.43.238.64,OFF00383,Verified,Phone: 9102235275; Email: veerkapur@example.org; IP: 7.43.238.64
DE000139,CASE008464,CCTV,repellendus.json,9783677792,ulala@example.org,145.106.97.247,OFF00227,Verified,Phone: 9783677792; Email: ulala@example.org; IP: 145.106.97.247
DE000140,CASE000690,Laptop,alias.gif,9898863598,noah92@example.net,216.68.191.226,OFF00297,Collected,Phone: 9898863598; Email: noah92@example.net; IP: 216.68.191.226
DE000141,CASE009635,Video,sequi.mp3,9066795210,nhegde@example.com,106.139.161.184,OFF00154,Verified,Phone: 9066795210; Email: nhegde@example.com; IP: 106.139.161.184
DE000142,CASE006204,Photo,consequatur.tiff,9821505553,udyatibabu@example.net,2.3.35.16,OFF00330,Pending Analysis,Phone: 9821505553; Email: udyatibabu@example.net; IP: 2.3.35.16
DE000143,CASE008751,Laptop,sint.json,9082729073,mdani@example.net,183.236.136.227,OFF00101,Pending Analysis,Phone: 9082729073; Email: mdani@example.net; IP: 183.236.136.227
DE000144,CASE005323,Laptop,officiis.mp3,9419224536,nnaik@example.com,2.146.177.241,OFF00265,Pending Analysis,Phone: 9419224536; Email: nnaik@example.com; IP: 2.146.177.241
DE000145,CASE002396,Bank Statement,temporibus.flac,9482193219,qadim90@example.com,26.121.1.45,OFF00492,Collected,Phone: 9482193219; Email: qadim90@example.com; IP: 26.121.1.45
DE000146,CASE002435,Mobile Phone,excepturi.odp,9316195678,alkabaral@example.com,165.71.127.156,OFF00297,Verified,Phone: 9316195678; Email: alkabaral@example.com; IP: 165.71.127.156
DE000147,CASE008730,Bank Statement,explicabo.wav,9945081140,vsetty@example.net,135.214.156.106,OFF00456,Verified,Phone: 9945081140; Email: vsetty@example.net; IP: 135.214.156.106
DE000148,CASE008935,Call Records,vitae.csv,9291053132,urmi10@example.org,148.60.161.178,OFF00001,Pending Analysis,Phone: 9291053132; Email: urmi10@example.org; IP: 148.60.161.178
